"DisplayName","AppId","ObjectId","ServicePrincipalType","AccountEnabled","CreatedDateTime","LastSignInDateTime","Owners","SignInAudience","HomepageURL","Tags","SecretExpiryDates","CertificateExpiryDates","ApiPermissions","AppRoleAssignments"
"Azure Notification Service","b503eb83-1222-4dcc-b116-b98ed5216e05","edf734c9-048e-4391-abcb-94cfc91d6224","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Internal_AccessScope","3f9bd1ee-5a72-4ad3-b67d-cb016f935bcf","ee1244a8-c5a3-4d5f-a255-21fd26de2061","Application","False","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Cortana at Work Service","2a486b53-dbd2-49c0-a2bc-278bdfc30833","ee20150e-d53b-4508-809d-b0cb668f6874","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Marketplace Api","f738ef14-47dc-4564-b53b-45069484ccc7","ee21be6b-f707-4a38-b6fa-c7a0ceca3bc8","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"GatewayRP","486c78bf-a0f7-45f1-92fd-37215929e116","ee3cc3ed-5f49-4c96-a134-9735c94d3a75","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Meru19 MySQL First Party App","e6f9f783-1fdb-4755-acaf-abed6c642885","ef80bcd3-da38-4b34-80cc-e668927a5a79","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Skype Presence Service","1e70cd27-4707-4589-8ec5-9bd20c472a46","ef84f174-d5ee-416a-8e30-0a64ecb82356","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Azure Spring Cloud DiagSettings App","b61cc489-e138-4a69-8bf3-c2c5855c8784","ef94b696-213a-40a4-8020-4828b569904f","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"AzureContainerService","7319c514-987d-4e9b-ac3d-d38c4f427f4c","efbec815-efc1-4bf3-951e-d01c598e816b","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"AAD Request Verification Service - PROD","c728155f-7b2a-4502-a08b-b8af9b269319","f02f4926-6e0f-4692-b897-a76f08bc20a4","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
